x,y,amplitude,angle,rob,action 0,action 1,action 2,action 3,action 4,action 5
3,3,2,3,1,-3.430047675,1.6008934425940482,-3.2615800819199556,-1.792587387085645,-1.425,-2.0325
1,3,2,3,0,-10.0,,-10.0,-5.25132243443793,-10.0,-10.0
5,2,1,3,1,0.09950893875294284,0.39551749770553657,1.328151833569033,0.10330466193045008,0.7210843379005185,0.6447228220465925
4,1,1,3,0,,,,2.71224409166971,,
3,1,1,3,0,0.6395530552294036,,1.8837777619584635,2.1412546298238313,4.015037363512046,2.6585515381811256
2,0,1,3,1,-1.425,2.9116960706018125,-1.33567358625,-2.22175,-2.0325,-2.1717180632183366
4,7,1,3,1,-0.2812532006767752,-0.20809601427963104,-0.1853739435205284,-0.20234463047284718,-0.23474784990245795,-0.21894196910946587
3,7,1,3,1,-1.507667399088389,-1.998639446161051,-1.7309216396071632,-2.026232602928151,-1.5465240300578527,-1.6405630304459138
1,4,1,4,2,,-10.0,-10.0,-10.0,-10.0,-9.950699305900839
2,3,2,3,2,,-8.900355578283348,-10.0,-10.0,-10.0,-10.0
3,2,1,4,2,,0.8019253167429603,-1.2775718647045875,-1.9349219927442851,-1.1179282551992644,-1.5263243602637955
1,2,1,4,1,-10.0,-10.0,-10.0,-10.0,-10.0,-2.869489177360084
2,0,2,4,1,-10.0,-10.0,-10.0,-10.0,-9.35384735976917,-9.31212638511127
3,6,2,4,2,,0.0,2.597012099966821,0.0,0.0,0.0
5,3,1,3,1,0.0,0.39578740741349533,0.6251399977591338,1.5224221855279196,0.33318667775658206,0.8676902495791193
4,2,1,3,1,-0.018407394593335482,2.5184356911053953,1.1296848405811035,0.8674090031421029,1.2473436786130796,0.5290936526541032
2,1,1,3,0,-1.4145510222474011,,1.9829290893484957,0.895627661747473,2.3753519904028884,5.0360444981409165
3,8,2,3,1,1.8668389021288803,-3.0221175000000002,-3.1989982549742906,-3.0100002525258773,-2.5870316696073647,-2.8372731154448623
1,6,2,3,1,-10.0,-10.0,-10.0,-5.691582528215431,-10.0,-10.0
2,0,1,3,0,-3.9395059587157126,,0.7713448384601433,0.45788095223101455,0.13852836444208855,4.152703276269904
1,0,1,4,0,-8.649148282327008,,-6.541999999999999,-10.0,-5.679117999999999,-0.23815569465424713
3,1,1,4,1,-3.0385221873456305,-2.6007416203672795,-2.3265583268581724,-2.3005469700985164,-3.3932542264298267,0.7329136918836456
2,2,1,4,1,-4.16277325,-4.879460019612965,-3.685699073714004,-10.0,-4.578096441700619,2.588035843124771
4,3,2,3,1,-1.9227098792949633,1.869398318025835,-1.5456882250729553,-3.3686319846179282,-2.041833563581106,-3.2018117115352296
1,0,2,4,1,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
1,5,1,3,2,,-10.0,-9.998549351438733,-10.0,-10.0,-10.0
3,5,1,4,0,-0.9621621039597703,,-0.8102055966199754,-0.75,-0.9206568910658044,-1.425
2,6,1,3,2,,-1.086515739370778,-4.503553162364223,-4.893158174055518,-4.665469962701105,-4.237820517485363
1,6,1,3,2,,-10.0,-5.898124877140539,-10.0,-10.0,-0.20482567872480728
4,7,2,3,1,-3.1900291175166022,-3.4567380754654233,-2.8634454143716144,-0.9256882054351435,-3.0018469835308608,-3.059938285900267
5,8,3,4,1,-2.943393459357401,-5.4796116077534,-4.871452578511815,-5.144146362077344,-4.847760441426707,-5.042118731132116
1,8,2,3,2,,-10.0,-5.122,4.946291570477454,-4.691363644897028,-10.0
4,1,2,4,2,,-2.0531029028090932,-2.4702743883638787,-2.077903492067442,-2.225642987939119,-2.2988838500144313
2,1,2,4,2,,-9.75,-10.0,-10.0,-8.279700338684904,-8.414496497038563
1,2,2,4,2,,-10.0,-10.0,-10.0,-10.0,-10.0
3,0,1,3,1,-1.4743003614278587,2.784958865140232,-0.75,-1.2509276030181633,-0.75,-1.2619927967093605
1,0,1,4,2,,-10.0,-10.0,-10.0,-10.0,-10.0
4,2,2,3,1,-0.5258759726392501,2.5490491009435194,-0.5524476752486445,-1.9949133815793898,-1.3135369437924136,-1.678371434248125
5,8,1,3,1,0.42061797588444616,-0.00038937768498277124,-0.028887478362909377,-0.02843545292813015,-0.0020732754387433492,-0.015536363232278874
4,7,1,3,2,,0.04244880271252752,,,0.6793000652060904,0.0
3,6,1,3,2,,1.537847601204304,-0.7346535513801581,-1.4248656806887716,-0.2622279560040224,-0.26227373856391534
1,4,1,3,1,-10.0,-9.438962505118294,3.3263386431737954,-10.0,-5.229799999999999,-5.70682
3,6,3,3,0,-10.0,,-10.0,-10.0,-10.0,-9.55139282968191
5,8,1,4,1,0.48367493247837434,-0.011350285552588763,0.0028215349526500427,-0.13322328282095375,-0.034864706982229446,-0.0074032557912969005
4,8,1,4,0,-0.15402211846362962,,-0.012571875000000003,0.0,-0.006558271875000002,-0.05625
3,8,1,4,0,-0.7390175869671657,,-0.5429817000000001,-0.325261125,-0.25632000000000005,-0.8175000000000001
4,2,1,3,2,,0.2293319697270495,0.0,0.0,0.0,0.0
3,2,1,3,1,-1.2842359874528362,2.883606949369406,-1.0598175649278907,-0.543770905605236,-0.7629841524989904,-0.8650371741754459
1,1,1,3,1,-10.0,-9.89843593624474,-10.0,-10.0,-10.0,-10.0
1,3,1,4,2,,-10.0,-10.0,-10.0,-10.0,-10.0
3,3,1,3,0,,,,1.3618034807191728,0.0,0.0
2,2,1,3,0,-1.3685679010319158,,0.24248906162552947,1.6246636237559144,0.44888716840417286,-0.1271986764348254
1,1,1,3,0,-9.738390024719335,,4.881754142431523,-10.0,-1.7988729799478338,-8.0
1,4,2,3,2,,-10.0,-10.0,-10.0,-10.0,-10.0
3,1,3,4,1,-10.0,-10.0,-10.0,-10.0,-9.64249454147912,-9.023369410387653
1,2,1,3,2,,-10.0,-10.0,-10.0,-10.0,-10.0
1,1,1,4,1,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
5,5,3,4,1,1.644776537382873,-2.8849136001375406,-2.877858206625116,-3.0133677545030255,-3.345211892823339,-3.22022860618924
3,7,3,4,0,-10.0,,-8.764578726171887,-10.0,-10.0,-10.0
5,8,2,4,1,0.376032592812245,-1.4493822829842105,-0.8612891675113531,-0.8872484124876778,-1.216568837865129,-0.8807909556347946
4,8,2,4,1,2.5481245303959867,-3.5856800050014837,-3.527473199074849,-3.9332548901599163,-3.5282242092021923,-3.69067745382917
2,8,2,3,1,-8.083890438095453,-10.0,-10.0,-9.75,-10.0,-10.0
4,6,1,3,1,0.10583633651685853,0.015864906393861823,0.09699496626564429,0.10557595520983283,0.7854216858448382,0.06679555710151777
2,4,1,3,2,,0.1443075144250721,-1.425,-0.75,-0.75,-0.75
4,0,1,3,2,,1.3267858500392378,-0.07902403157351919,-0.17731129390944123,-0.1064778334643236,-0.05625
1,6,3,4,0,-10.0,,-10.0,-10.0,-10.0,-10.0
4,1,2,3,0,-0.5269415743810425,,0.3571333536315827,,1.5182776356472008,0.5399623391148187
2,0,2,3,0,-4.9862595472589035,,-3.1574991783823725,-9.186240559220508,-3.4165247837157557,2.255095123922034
1,1,2,4,1,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
1,2,2,4,0,-10.0,,-10.0,-2.9525835362858666,-10.0,-10.0
3,7,3,3,0,-10.0,,-10.0,-8.510639699149651,-10.0,-10.0
3,7,2,4,1,3.7871421063620283,-0.18806250000000002,0.0,-2.0325,-0.6445962137356291,-0.75
1,8,2,3,1,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
3,8,2,4,1,2.4993454150276224,0.0,-1.8353693866353349,-2.57925,-1.9190843023639133,-1.425
1,0,3,3,0,-10.0,,-10.0,,-10.0,11.23939957714402
1,7,2,3,2,,-10.0,6.234279662610497,-9.25,-3.315352136715613,-8.2
4,6,1,4,1,2.3137685583926073,0.0026325063011615624,0.7879433384689914,0.29468798503331295,0.5272633588550408,0.5861478963559079
2,7,1,4,1,1.4899212234134354,-0.75,-0.75,-0.75,-0.75,0.0
1,8,1,4,0,-10.0,,-10.0,-10.0,-10.0,-10.0
4,8,1,3,1,-0.6799377618246311,-0.7716625051029407,-0.8007486243085289,-0.828972975808933,-0.4849799890085552,-0.7798678717346532
1,6,1,3,1,-10.0,-10.0,-10.0,-5.15757880051955,-10.0,-10.0
1,4,2,4,2,,-10.0,-10.0,-10.0,-10.0,-10.0
2,7,2,3,0,-10.0,,-10.0,-10.0,-9.334363017386234,-10.0
3,3,2,4,2,,0.4454095087605234,-0.488595059149634,-1.0507279964772676,-1.0782619979112036,-1.3762480231128094
1,5,2,4,1,-10.0,-10.0,-10.0,1.4965698759890003,-10.0,-10.0
2,2,2,4,2,,-10.0,-8.796621712843816,-10.0,-10.0,-10.0
2,8,2,3,2,,-9.014307752525877,-4.459305643372918,-7.2378142496042575,1.404931341932921,-8.258111499360965
1,7,3,4,0,-10.0,,-10.0,-10.0,-10.0,-10.0
1,4,1,3,0,-10.0,,-10.0,-9.775,-10.0,-10.0
2,7,1,3,2,,-3.5512373472354857,0.8702470470122505,-1.954723097629417,-2.4433185161972726,-1.8235232546235323
1,1,2,3,0,-10.0,,3.4869654797939593,-10.0,-2.3919574026035084,-10.0
2,8,1,4,1,1.0357934839757064,-0.75,-1.348038521998442,-1.302825,-10.0,-1.3618096697985977
1,8,1,3,2,,-10.0,-6.379999999999999,0.018614699986752248,-8.379999999999999,-10.0
4,6,2,4,2,,-1.9555053116455743,0.9042135433968593,0.0,2.753256206854887,-0.034653290027828375
2,8,2,4,2,,-10.0,-8.818325306425079,6.998480799237399,-7.138192290529825,-10.0
2,3,1,4,0,1.646778959838306,,-3.4915147331940894,-9.75,-3.253575,-3.4988835
4,3,1,3,1,0.0,0.24794291298638582,1.136171186706834,1.672668046195254,0.45288558187529443,0.6443505703433223
1,7,3,3,1,-9.25,-10.0,-10.0,-10.0,-10.0,-10.0
5,7,3,3,1,-4.443084875597874,-4.2364241982470965,-4.252969719636607,-3.718029411807731,-1.362948146214071,-4.2722893157962645
1,5,1,3,0,-10.0,,-10.0,-10.0,-10.0,-10.0
1,4,3,3,1,,-10.0,6.060245868685898,-10.0,1.028512379964687,-0.2596005310078
3,1,2,4,1,-4.165628699580391,-4.00623746899523,-4.1352369355148735,-2.640757014716252,-4.374981264187315,-4.08758385362972
2,8,2,4,1,-10.0,-9.291908638162164,-10.0,-10.0,-10.0,-10.0
1,3,1,4,1,-10.0,-10.0,-6.0112160008274245,-10.0,-4.357958883488596,4.641131763913187
2,5,1,3,1,-9.123025665363711,-1.425,1.767783927430766,0.2751912748285058,0.557949292469455,-1.1603910101499089
3,7,1,4,2,,-0.33796592816182436,3.7645772926055723,1.3794720290885583,1.4420603033383506,1.1024446428791812
1,5,3,4,1,-10.0,-10.0,-10.0,3.0993706882813523,-10.0,-10.0
5,4,2,3,1,-0.061906129270181395,2.0601128079996234,-0.11143727840506845,0.12946770807572766,-0.11626478375243894,0.1209359859272153
3,2,2,4,2,,0.7937125431789328,-2.57925,-2.57925,-3.2391743432989375,-3.071325
1,3,2,4,2,,-10.0,-10.0,-10.0,-10.0,-10.0
3,1,3,3,2,,-7.184217472462343,-10.0,-10.0,-10.0,-10.0
4,7,1,3,0,-0.3717523865946235,,-0.40905411252616203,-0.5151528780353033,-0.6265401120333995,-0.3858151216361113
3,7,1,3,0,-1.1607356369109831,,-0.9357930128834372,-1.5039336814870328,-0.9820365391359053,-1.0782364676546128
2,7,1,3,0,-10.0,,-4.038334654601246,-4.514148765144766,-3.9089127912732256,-4.168870863389021
1,7,1,3,0,-10.0,,-10.0,-10.0,-10.0,-10.0
1,4,2,3,1,-10.0,-10.0,-8.0,-10.0,2.8543098127933795,-10.0
3,0,1,3,2,,-0.7188538053939227,-0.2282675952161391,-0.26094375000000003,-0.75,-0.7830400175692631
2,0,1,4,2,,-3.007827331043859,-3.0390744193468042,-2.5637809656944457,-2.5721463270028764,-2.5637809656944457
1,1,1,4,2,,-10.0,-10.0,-10.0,-9.84964098655001,-10.0
1,2,1,4,0,-10.0,,-10.0,0.8594116167722918,-10.0,-10.0
4,1,2,3,1,-2.4578199562556517,1.499296703520984,-0.7128756326245842,-1.551783029916788,-1.6050413947127926,-1.4511361455813536
2,1,2,3,0,-9.247445084505806,,-7.650980669450173,-10.0,-3.433155319589879,5.156337470045534
4,2,1,4,0,-0.29836309353307594,,-0.27480750212106503,0.6556491545368084,-0.3124833859569844,-0.2269034639049446
2,1,1,4,2,,-2.7852093925800046,-4.115290028334302,-10.0,-4.034727480571535,-4.067482509785035
3,8,1,3,0,-0.9429862327464851,,-0.9008625,-0.701236390873828,-1.1614435805159973,-1.3409446080145297
2,3,2,4,1,-10.0,-9.6498775,-2.860164947688452,-8.2,-6.887799999999999,-6.2
1,3,3,4,1,-10.0,-10.0,-10.0,-10.0,-10.0,4.308820522348315
3,6,1,4,1,3.391930591459448,-0.049702359375000005,-1.1708966410078332,-0.5298393149562488,-0.6454316557641044,-0.432304782094783
1,7,2,3,1,-9.25,-10.0,-10.0,-10.0,-10.0,-10.0
4,0,2,3,2,,-1.6274921241467628,-1.6936107561589626,-1.5624738358025505,-1.616661980758884,-2.0285036079234695
1,2,1,4,2,,-10.0,-10.0,-10.0,-10.0,-10.0
3,0,2,4,1,-1.979104175116242,1.272100684119335,-2.0325,-2.336365722139784,-1.9091398742941417,-2.6208464707685972
4,4,1,4,2,,-0.10643233691511418,-0.031502133858475334,-0.057653864012189054,-0.0055890864607402325,0.5832201514440966
1,8,1,3,0,-10.0,,-10.0,-10.0,-10.0,-10.0
4,2,1,3,0,0.0,,,0.0,0.0,2.18748127233159
3,5,3,3,1,-10.0,-8.355073951920401,-10.0,-8.0,-8.468814616500001,-3.9497425801145565
3,6,2,4,1,4.037630793764315,-2.57925,-2.513588493718512,-3.5141925,0.0,-1.3718141799119947
1,8,2,4,1,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
4,4,2,4,2,,-4.007099816326772,-3.920137869833426,-4.09212664706811,-4.019931161853837,-3.071466366491714
1,7,2,4,0,-10.0,,-10.0,-10.0,-10.0,-10.0
2,6,2,3,0,-8.58577697474526,,-10.0,-10.0,-10.0,-10.0
1,3,3,3,1,-10.0,-10.0,-10.0,-10.0,-10.0,6.719964465195028
4,4,2,3,1,-4.454294459929602,1.0644506443620458,-4.409081079233993,-3.914242712396307,-3.4897759226496516,-4.318776016672818
2,2,2,3,1,-10.0,-10.0,-10.0,-10.0,-10.0,-9.828258193612745
3,6,2,3,0,0.05648568590790698,,-2.0325,-0.75,-0.75,-1.6152257619394033
2,7,2,4,2,,-9.775,-8.0,6.124233951990566,-8.379999999999999,-8.256591370260148
3,8,3,4,2,,-8.785029261,-5.020522302733296,0.6933180014676132,-5.1944078562232825,-5.445890787068573
3,3,1,4,0,1.9756198650275034,,-0.75,-0.75,-0.9157933816869123,-0.05625
2,4,1,4,0,1.180211801140059,,-1.425,-10.0,-1.425,-1.3575000000000002
1,6,1,4,0,-10.0,,-10.0,-10.0,-10.0,-10.0
2,1,2,3,1,-10.0,-10.0,-10.0,-10.0,-9.096846322937925,-10.0
1,5,2,3,2,,-10.0,-10.0,-10.0,-10.0,-10.0
1,3,2,3,2,,-10.0,-10.0,-10.0,-10.0,-10.0
2,2,1,4,2,,-9.75,-5.94214146538263,-6.2524704499981745,-5.854847949998175,-10.0
5,3,1,4,2,,0.0,,0.0,,
3,0,1,4,0,-1.1310064359091174,,-0.2424639041054727,-0.1642832181885386,1.5569746255742052,0.046450770546027725
4,5,1,3,0,0.05320247936361411,,-0.007759498930446201,0.2804170115914091,0.014636596474615328,0.0
3,3,2,3,2,,-1.425,-1.52675625,-1.425,-1.0001600625,-1.425
3,8,3,4,0,-10.0,,-7.0592791814386935,-10.0,-9.0,-10.0
1,6,3,3,0,-10.0,,-10.0,-10.0,-10.0,-10.0
2,5,2,4,1,-10.0,-10.0,-9.81775,-9.81775,-10.0,-9.483672854282606
3,0,1,4,2,,-1.3416372208275513,-1.224352172457312,-1.2076952061030626,-1.2498256789732682,-1.1138390388797226
4,3,2,3,0,-0.49776705293250006,,-0.6807157754504899,0.2786604554815829,1.9490779710749735,-0.11661503747720367
2,2,2,3,0,-9.75,,-3.68460448281816,-4.887799999999999,3.209875351359919,-4.967000286041506
3,6,1,3,1,-0.8923219156380419,-1.6442655067859628,0.29402835525129695,-0.4451731838665293,-0.29077097892622034,-0.5631322258856951
3,3,3,3,2,,-5.217031,-10.0,-9.0,-4.803158509795676,-10.0
1,2,3,3,1,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
3,4,2,4,0,-4.68892777881802,,-4.5943463325,-4.88491169925,-4.817498525815807,-4.5943463325
1,5,2,4,0,-10.0,,-10.0,-10.0,-10.0,-10.0
1,1,1,3,2,,-10.0,-10.0,-10.0,-9.948527216976338,-10.0
4,4,1,3,2,,0.0,0.0,0.0,0.004680106315246899,-0.15079919373002815
3,4,3,3,2,,-8.513176639984275,-9.75,-10.0,-10.0,-10.0
4,6,1,3,0,0.4634940671270501,,0.0,-0.013302331519974151,0.035107126311051985,0.0
3,5,2,3,2,,-1.078782889932324,-0.75,-0.75,-1.425,-1.425
3,8,3,3,0,-10.0,,-8.420960201833598,-10.0,-10.0,-10.0
3,5,1,3,0,0.5518903936865335,,,-0.011016673017522016,0.0,0.0
4,8,2,3,0,-1.966818445811008,,-2.4251957592377953,-1.936346774849503,-2.341188469845508,-2.092649562167123
3,6,2,3,1,-0.8694947648541709,-1.425,-0.7243313371876672,-0.2804893455188865,-0.8149766681110832,-0.47564968212366754
2,6,1,4,0,-10.0,,-10.0,-4.365998709999671,-3.888363754755494,-4.325814861237115
4,7,2,4,2,,-0.6909923865135137,,,0.47177220210529547,2.816540795605479
1,6,3,4,1,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
1,0,3,4,2,,-10.0,-10.0,-10.0,-10.0,-10.0
4,5,2,3,0,-3.4545463146305995,,-3.5473597234901733,-3.65903059224474,-1.5793262218663489,-3.7100473131894747
2,4,2,3,0,-10.0,,-10.0,-10.0,-9.579902088455906,-9.275845125454682
3,7,2,3,2,,-1.1556067280344018,-3.0267387992544594,-3.25211884314632,-3.5900197125286066,-3.0659101833121674
3,5,2,3,0,1.7012835959250356,,-0.75,-0.75,-1.425,-0.75
4,8,2,4,0,-0.523735062875325,,-0.257925,-0.7699502793876144,-0.7060039554630001,-0.24425625000000004
5,4,1,4,2,,,,0.0,0.0,
4,5,1,4,2,,0.763282581862017,0.0,0.16028103718125675,0.0,0.3301189610677673
1,5,2,3,0,-10.0,,-10.0,-10.0,-10.0,-10.0
2,3,1,3,1,-4.404356175,-0.8377078521032998,-3.3663662734933677,-9.524507887756975,-5.233421720258924,-3.952448000090257
4,7,1,4,0,0.0,,,,0.0,
4,1,2,4,0,-0.31664185726148597,,-4.067258204951017,-3.7316485627435245,-3.0049259707140257,-3.1914097011045603
2,1,2,4,1,-9.75,-10.0,-10.0,-7.248301679036403,-10.0,-10.0
1,0,3,3,2,,-10.0,-10.0,-10.0,-10.0,-10.0
3,1,2,4,2,,-4.151035335931427,-3.91277325,-3.91277325,-3.91277325,-3.91277325
4,0,2,4,2,,-2.6506933800371892,-2.5870389346677856,-2.360191623535135,-2.466992197007313,-2.6597298309635167
3,2,1,3,2,,-1.3999067230272852,-0.9008625,-0.7304196234375,-0.9118535513233126,-0.75
2,6,2,3,2,,-6.444751657457216,-10.0,-10.0,-10.0,-9.75
1,5,1,4,0,-10.0,,-10.0,-10.0,-10.0,-10.0
4,0,2,3,0,-4.49793501443249,,-3.2737744032994427,-1.1430186675546683,-3.112847246645546,-3.042870477549446
3,3,2,3,0,-2.57925,,-0.3870236520029319,2.0830333238571264,-0.7313593287752037,-0.38433500313310687
4,4,2,4,0,-4.437637795835809,,-4.36379223539857,-4.275412305348793,-4.399280515343247,-4.735029961795539
2,6,2,4,0,-9.75,,-10.0,-9.422054699524443,-10.0,-10.0
3,5,3,4,2,,-9.75,-8.48035544488535,-10.0,-8.155969647499658,-0.07899807721701757
3,0,3,4,0,-10.0,,-6.782173271318824,-7.521653931747698,-4.218604426087795,-10.0
1,3,3,4,0,-10.0,,-10.0,-10.0,-10.0,-10.0
2,0,2,4,2,,-10.0,-10.0,-9.40214199976375,-10.0,-10.0
2,5,2,4,2,,-10.0,-8.885801300437778,-8.827167183526122,-6.632571288486445,-10.0
3,4,3,4,0,-7.054535794128126,,-7.08719212452791,-10.0,-10.0,-9.75
1,0,1,3,0,-10.0,,-10.0,-10.0,-10.0,9.954765674665692
2,7,1,4,0,-0.75,,-10.0,-0.75,0.0,-0.75
4,1,2,3,2,,,-0.5875103907415132,,-0.6037593516673619,-0.05625
1,4,1,4,0,-10.0,,-10.0,-10.0,-10.0,-10.0
4,1,1,3,2,,0.0,0.0,0.0,0.04734151534766423,-0.004185652788693634
3,5,3,4,0,-10.0,,-10.0,-6.848384171671,-10.0,-6.5483160127056745
1,1,3,3,1,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
1,7,3,4,1,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
4,5,2,4,2,,-1.1779868973087941,1.9074915175691658,-0.8172551265252566,-1.1377791219422653,-0.642040723393783
2,3,2,3,0,-10.0,,-10.0,-2.5464053247105127,-8.316557690070344,-8.831487511673842
1,4,3,3,2,,-10.0,-10.0,-10.0,-10.0,-10.0
3,6,2,4,0,-0.75,,-0.75,-0.75,0.0,-0.75
1,6,1,3,0,-10.0,,-10.0,-10.0,-9.975380727445412,-10.0
3,8,2,4,0,-1.425,,-1.425,-2.0325,-1.425,-2.0325
1,8,2,3,0,-10.0,,-10.0,-10.0,-10.0,-10.0
3,6,1,3,0,-0.3497890105503635,,-0.9265178538160352,-0.861375,-0.7607848061799664,-0.8461875000000001
3,2,2,3,2,,-0.75,0.0,-0.75,-0.75,-0.75
4,3,1,3,0,,,0.0,0.0,,1.7933788912580881
3,2,1,3,0,-1.2664813468574345,,3.1513895451579206,0.6372884083411677,0.9183750052221816,1.0748815022128324
4,6,2,4,0,0.0,,0.0,0.0,,-0.6748763297634304
2,8,2,4,0,-10.0,,-4.537967500000001,-4.21059,-4.46059,-10.0
1,5,3,3,2,,-10.0,-10.0,-10.0,-10.0,-10.0
1,3,3,4,2,,-10.0,-10.0,-10.0,-10.0,-10.0
1,5,2,4,2,,-10.0,-10.0,-10.0,-10.0,-2.196391972894104
2,0,1,4,1,0.0,0.778853229137322,0.0,-1.425,0.0,-0.6972536459447625
2,5,1,3,0,-10.0,,-2.0325,-1.7533187505458285,-2.0325,-2.0325
2,7,2,3,2,,-8.527243063071266,-8.487250664791407,-10.0,-9.75,-0.8947489743948367
2,2,2,4,0,-10.0,,-10.0,-9.553327200029003,-10.0,-10.0
3,1,1,4,2,,-0.41668248942677016,-1.6132848883897541,-1.6747343201987623,-1.6931920186429763,-1.6982883788822303
2,3,3,4,1,-10.0,-10.0,2.823938,,,
1,2,2,4,1,-10.0,-10.0,-10.0,-10.0,-10.0,-1.3480304577101658
2,6,1,3,0,-1.2609788276567746,,-2.485,-2.244061068395903,-2.5645194828218836,-10.0
3,8,3,3,2,,-8.539854942495003,0.6584918859075262,-10.0,-8.155,-10.0
1,0,2,4,0,-10.0,,-6.819019999999999,-10.0,-8.0,-0.29837706194085634
4,4,2,3,2,,-2.931519485648382,-2.865233864747742,-2.9350351428660035,-2.8761425926294577,-2.842148273477727
3,7,1,3,2,,-1.8626456292291715,-1.6778696741858812,-2.1373269892007647,-2.055228863788079,0.0031063955248676438
4,3,1,3,2,,0.0,0.0,0.0,0.0,0.0
2,1,1,3,2,,-1.9698456622301612,-1.425,-2.023531933125,-1.9,-1.6457106014146947
4,0,2,4,0,-3.068719949326659,,-5.079285745738562,-5.162271722466793,-5.140773122445018,-5.066528009573011
1,8,3,4,0,-10.0,,-10.0,-10.0,-10.0,-10.0
3,8,2,4,2,,0.0,0.016449310630772325,-0.3713327178771244,0.05628053435753537,3.3907155778953277
2,5,2,4,0,-10.0,,-10.0,-8.90085656758887,-8.949681188034749,-8.955403872628796
3,0,1,3,0,-0.504938549677425,,-0.14187044708498134,0.5712153559491502,2.3809245049110803,1.5164832688090586
2,0,1,4,0,-2.7088147594874146,,-1.4001830875075116,2.616241026967838,-1.340622157255821,-1.6621592254283153
4,8,1,3,0,-0.09378642026527494,,-0.11071144531420773,-0.09024323888420116,-0.3309718611699355,-0.2223
3,4,1,4,1,-1.8990342062411747,-1.82358075,-0.08042296296464715,-1.5355926633924186,-1.6601327356828206,-2.026207929078943
2,7,3,3,2,,-10.0,,-10.0,,-10.0
1,7,1,4,0,-9.97784265470087,,-10.0,-10.0,-10.0,-10.0
2,3,1,4,2,,-10.0,-4.118228532642073,-4.00565373795229,-4.019404580581295,-3.8709347714305977
4,3,1,4,0,-0.11198089841145548,,-0.1527618821469588,-0.2146208534967419,-0.0826963161635692,0.03225296203035648
1,2,3,4,0,-10.0,,-10.0,3.8145287336575593,-10.0,-10.0
1,1,2,3,2,,-10.0,-10.0,-10.0,-10.0,-10.0
3,0,2,4,0,-2.699105687984115,,-0.6936498556213662,-1.2653497057914957,-1.1615616624768565,-1.2356783140362682
5,5,1,4,0,,,,,0.0,
4,2,2,4,0,-1.2698650208843434,,-3.0859090620091134,-2.816761307942941,-3.185509807947277,-2.688758146911682
2,3,2,4,0,-8.615808201260789,,-8.73167799466073,-10.0,-10.0,-10.0
1,2,3,3,2,,-10.0,-10.0,-10.0,-10.0,-10.0
1,4,2,4,0,-10.0,,-10.0,-10.0,-10.0,-10.0
3,4,3,4,2,,-9.303398877443723,-8.535777275477551,-10.0,-10.0,-9.263770414944064
1,5,3,4,2,,-10.0,-10.0,-10.0,-10.0,-6.69141536615327
1,5,3,3,1,,-10.0,-10.0,1.3776606787697627,-10.0,-10.0
3,7,3,3,2,,-3.422266352464055,-7.818544958583263,-7.846541750146997,-7.602808449527094,-7.397377105638288
2,6,3,3,1,-10.0,,,5.199019999999999,-10.0,
5,6,1,3,0,0.0,,,0.11452068919265815,,
3,3,3,4,2,,-8.2659958998842,-8.428446262909759,-10.0,-8.536593977538814,-8.525625203082821
1,8,3,3,2,,-10.0,-7.322767906679856,4.018097109315118,-6.429362205858705,-10.0
1,7,3,4,2,,-10.0,-10.0,-10.0,5.597528960195796,
1,3,2,4,0,-10.0,,-10.0,-10.0,-10.0,-10.0
3,4,1,4,0,-1.1539111583000135,,-0.8773492351784234,-1.5629998924999726,-1.5690181872520137,-1.425
2,5,1,4,0,-1.675,,-2.0282106014146946,-2.0308381991025657,-2.030653554558406,-1.425
4,4,1,4,0,0.052349308794046326,,-0.04321827676445116,,,0.0
1,6,3,4,2,,-10.0,-10.0,-10.0,-10.0,4.396364086784707
4,0,1,4,2,,-0.5946784547304812,-0.580332746956046,-0.632748566963256,-0.6769990099228574,-0.6592557193767016
5,5,1,4,2,,0.4968950311276791,,,,
2,5,1,4,2,,-4.419441844373543,-3.7117002933174357,-4.094136233277975,-3.8273677834677535,-1.493918010005319
1,6,2,3,0,-10.0,,-10.0,-10.0,-10.0,-10.0
2,4,2,4,0,-10.0,,-8.942567288116809,-10.0,-10.0,-10.0
3,1,3,4,0,-8.02591975154347,,-9.3225,-6.6903161172483285,-8.470832920404256,-9.61525
5,7,1,3,2,,,0.22156106123472327,0.0,,
3,6,3,3,2,,-10.0,-10.0,-10.0,-8.767539223650516,-10.0
2,5,3,3,1,-10.0,,,,4.58,
3,1,2,3,0,-1.425,,0.7499996685882783,1.332607489085866,3.220543293005283,
1,0,2,4,2,,-10.0,-10.0,-10.0,-10.0,-10.0
1,8,3,4,2,,-10.0,-10.0,10.0,-10.0,-10.0
4,3,2,3,2,,-0.8356432411089629,-1.285056980555042,-1.1994472622106307,-1.1607389957269643,-0.9447023735253758
